"","SamplerNo","Location.x","SamplerType","ExtractionGroup","qPCR_Plate","JDay","Date","SampleID","SsCtMean","SsCtSD","SsMean","logSsMean","Censored","SsSD","SsScaled","SsClean","logSsClean","VolumeSampled","sporesPCM","logSPCM","TtCt","TtSD","Water.","logSsMean_t1","Location.y","Year","MeanWetness","DiffMeanWet","MeanWet_1d","MaxWetness","DiffMaxWet","MaxWet_1d","MinWetness","DiffMinWet","MinWet_1d","MeanTemp","DiffMeanT","MeanT_1d","MaxTemp","DiffMaxT","MaxT_1d","MinTemp","DiffMinT","MinT_1d","MeanRH","DiffMeanRH","MeanRH_1d","MaxRH","DiffMaxRH","MaxRH_1d","MinRH","DiffMinRH","MinRH_1d","DiffRH_0d","DiffRH_1d","DiffRH_2d","MaxDiffRH_2h","MaxDiffRH_3h","MeanVPD","DiffMeanVPD","MeanVPD_1d","MaxVPD","DiffMaxVPD","MaxVPD_1d","MinVPD","DiffMinVPD","TotalPrecip","Precip_1d","RainYN","MaxRain","MinRain","MeanWC","DiffMeanWC","MeanWC_1d","MaxWC","DiffMaxWC","MaxWC_1d","MinWC","DiffMinWC","MinWC_1d","MeanDP","DiffMeanDP","MeanDP_1d","MaxDP","DiffMaxDP","MaxDP_1d","MinDP","DiffMinDP","MinDP_1d","MeanSoilTemp","DiffMeanSoilT","MeanSoilT_1d","MaxSoilTemp","DiffMaxSoilT","MaxSoilT_1d","MinSoilTemp","DiffMinSoilT","MinSoilT_1d"
"97","03","1919","Burkard",NA,"Plate 04",223,2019-08-11,"T3-223",213,0.02,169.9,2.232742063,FALSE,2.33,NA,169.9,2.23,24,7.08,0.91,22.1,0.07,"No",1.765743041,"1919",2019,7.09167,7.09167,0,14.1,14.1,0,0,0,0,16.57917,1.18333,15.39583,23.5,3.3,20.2,13.9,1,12.9,81.42083,5.7875,75.63333,93.2,7.5,85.7,56.2,-7.9,64.1,37,21.6,27.8,15.3,24.9,2.83177,-0.28082,3.11258,8.59353,2.67928,5.91425,0.76556,-0.73865,12.7,0,1,10.6,0,0.27608,0.00758,0.2685,0.284,0.009,0.275,0.262,0,0.262,13.15417,2.125,11.02917,14.8,1.3,13.5,11.5,2.2,9.3,18.99583,1.12917,17.86667,24.5,1.7,22.8,15.9,0.6,15.3
"98","03","1919","Burkard",NA,"Plate 09",224,2019-08-12,"T3-224",326,0.13,65.76,1.824516328,FALSE,5.79,NA,65.76,1.82,24,2.74,0.57,23.38,0.17,"No",2.232742063,"1919",2019,7.5375,0.44583,7.09167,14.3,0.2,14.1,0,0,0,14.83333,-1.74583,16.57917,21.2,-2.3,23.5,11.7,-2.2,13.9,86,4.57917,81.42083,97.1,3.9,93.2,67.8,11.6,56.2,29.3,37,21.6,7.7,12.4,1.91182,-0.91995,2.83177,5.61125,-2.98228,8.59353,0.29731,-0.46825,1.1,12.7,1,0.7,0,0.27033,-0.00575,0.27608,0.284,0,0.284,0.266,0.004,0.262,12.36667,-0.7875,13.15417,15.1,0.3,14.8,11.1,-0.4,11.5,18.35417,-0.64167,18.99583,25,0.5,24.5,15.4,-0.5,15.9
"99","03","1919","Burkard",NA,"Plate 18 redone",225,2019-08-13,"T03-225",237,0.12,154.81,2.192595328,FALSE,12.23,NA,154.81,2.19,24,6.45,0.87,26.44,0.18,"No",1.824516328,"1919",2019,3.30417,-4.23333,7.5375,12.5,-1.8,14.3,0,0,0,16.77917,1.94583,14.83333,25.3,4.1,21.2,10.4,-1.3,11.7,72.9875,-13.0125,86,90.9,-6.2,97.1,44.8,-23,67.8,46.1,29.3,37,9.3,18.2,4.50346,2.59164,1.91182,12.50192,6.89066,5.61125,0.83112,0.53381,0,1.1,0,0,0,0.26042,-0.00992,0.27033,0.28,-0.004,0.284,0.249,-0.017,0.266,11.44583,-0.92083,12.36667,15.3,0.2,15.1,8.8,-2.3,11.1,19.4375,1.08333,18.35417,27,2,25,13.6,-1.8,15.4
"100","03","1919","Burkard",NA,"Plate 18 redone",226,2019-08-14,"T03-226",172,0.29,291.3,2.465828815,FALSE,51.91,NA,291.3,2.47,24,12.14,1.12,26.56,0.35,"No",2.192595328,"1919",2019,1.40417,-1.9,3.30417,11.4,-1.1,12.5,0,0,0,17.51667,0.7375,16.77917,27,1.7,25.3,10,-0.4,10.4,59.75417,-13.23333,72.9875,79.5,-11.4,90.9,38.3,-6.5,44.8,41.2,46.1,29.3,18.9,24.4,6.60811,2.10465,4.50346,14.78143,2.27952,12.50192,1.78688,0.95576,0.2,0,1,0.2,0,0.25208,-0.00833,0.26042,0.271,-0.009,0.28,0.236,-0.013,0.249,9.125,-2.32083,11.44583,12.8,-2.5,15.3,6.6,-2.2,8.8,19.70833,0.27083,19.4375,29.7,2.7,27,12.9,-0.7,13.6
"101","03","1919","Burkard",NA,"Plate 18 redone",227,2019-08-15,"T03-227",267,0.05,116.17,2.06881643,FALSE,3.88,NA,116.17,2.07,24,4.84,0.77,24.09,0.24,"No",2.465828815,"1919",2019,2.175,0.77083,1.40417,13.8,2.4,11.4,0,0,0,17.92083,0.40417,17.51667,27.8,0.8,27,11.5,1.5,10,55.9375,-3.81667,59.75417,87.7,8.2,79.5,29.2,-9.1,38.3,58.5,41.2,46.1,13.6,23.7,7.43711,0.829,6.60811,17.78966,3.00822,14.78143,1.2689,-0.51798,3.5,0.2,1,2,0,0.24746,-0.00462,0.25208,0.266,-0.005,0.271,0.236,0,0.236,8.07083,-1.05417,9.125,11.5,-1.3,12.8,4.6,-2,6.6,20.37083,0.6625,19.70833,30.1,0.4,29.7,15.5,2.6,12.9
"102","03","1919","Burkard",NA,"Plate 18 redone",228,2019-08-16,"T03-228",184,0.16,255.42,2.408951896,FALSE,26.69,NA,255.42,2.41,24,10.64,1.07,25.88,0.21,"No",2.06881643,"1919",2019,8.6,6.425,2.175,13.8,0,13.8,0,0,0,11.58333,-6.3375,17.92083,18.4,-9.4,27.8,8.3,-3.2,11.5,77.75,21.8125,55.9375,86.3,-1.4,87.7,47.8,18.6,29.2,38.5,58.5,41.2,7.9,15.5,2.34647,-5.09065,7.43711,7.68579,-10.10387,17.78966,1.12191,-0.14699,1.4,3.5,1,0.2,0,0.24142,-0.00604,0.24746,0.262,-0.004,0.266,0.236,0,0.236,7.60833,-0.4625,8.07083,10.1,-1.4,11.5,5.8,1.2,4.6,15.575,-4.79583,20.37083,23.1,-7,30.1,12,-3.5,15.5
"103","03","1919","Burkard",NA,"Plate 18 redone",229,2019-08-17,"T03-229",445,0.29,14.13,1.179838928,TRUE,2.59,NA,0,0,24,0,0,26.54,0.13,"No",2.408951896,"1919",2019,0.02917,-8.57083,8.6,0.7,-13.1,13.8,0,0,0,16.9375,5.35417,11.58333,27.7,9.3,18.4,9.3,1,8.3,52.6125,-25.1375,77.75,72.7,-13.6,86.3,31.1,-16.7,47.8,41.6,38.5,58.5,11.2,19.1,7.46172,5.11525,2.34647,18.12622,10.44043,7.68579,2.27788,1.15597,0,1.4,0,0,0,0.24554,0.00413,0.24142,0.262,0,0.262,0.227,-0.009,0.236,6.59167,-1.01667,7.60833,9.6,-0.5,10.1,4.3,-1.5,5.8,18.51667,2.94167,15.575,29.2,6.1,23.1,11.8,-0.2,12
"104","03","1919","Burkard",NA,"Plate 18 redone",230,2019-08-18,"T03-230",325,0.24,67.04,1.832764305,FALSE,10.22,NA,67.04,1.83,24,2.79,0.58,23.72,0.04,"No",1.179838928,"1919",2019,0,-0.02917,0.02917,0,-0.7,0.7,0,0,0,18.8875,1.95,16.9375,29,1.3,27.7,9.2,-0.1,9.3,51.05,-1.5625,52.6125,78.1,5.4,72.7,26.9,-4.2,31.1,51.2,41.6,38.5,14.2,22.5,8.86187,1.40015,7.46172,20.46961,2.3434,18.12622,1.81594,-0.46194,0,0,0,0,0,0.24492,-0.00063,0.24554,0.266,0.004,0.262,0.231,0.004,0.227,7.72917,1.1375,6.59167,11.5,1.9,9.6,5.1,0.8,4.3,21.59167,3.075,18.51667,30.3,1.1,29.2,14.2,2.4,11.8
"105","03","1919","Burkard",NA,"Plate 18 redone",231,2019-08-19,"T03-231",231,0.07,159.45,2.205339721,FALSE,7.46,NA,159.45,2.21,24,6.64,0.88,26.84,0.14,"No",1.832764305,"1919",2019,2.3375,2.3375,0,11,11,0,0,0,0,16.3625,-2.525,18.8875,28.6,-0.4,29,7.1,-2.1,9.2,63.71667,12.66667,51.05,90.3,12.2,78.1,34.6,7.7,26.9,55.7,51.2,41.6,11.4,21.6,6.196,-2.66586,8.86187,18.1995,-2.27011,20.46961,0.85079,-0.96515,0,0,0,0,0,0.236,-0.00892,0.24492,0.253,-0.013,0.266,0.218,-0.013,0.231,8.74583,1.01667,7.72917,13.7,2.2,11.5,4.6,-0.5,5.1,20.9125,-0.67917,21.59167,30,-0.3,30.3,13.5,-0.7,14.2
"106","03","1919","Burkard",NA,"Plate 18 redone",232,2019-08-20,"T03-232",155,0.14,329.95,2.519762385,FALSE,31.73,NA,329.95,2.52,24,13.75,1.17,26.67,0.23,"No",2.205339721,"1919",2019,0.075,-2.2625,2.3375,1.3,-9.7,11,0,0,0,22.23333,5.87083,16.3625,34.2,5.6,28.6,11.3,4.2,7.1,50.9375,-12.77917,63.71667,78.2,-12.1,90.3,24.7,-9.9,34.6,53.5,55.7,51.2,11.5,19.9,11.64938,5.45338,6.196,28.98806,10.78856,18.1995,2.06079,1.21,0,0,0,0,0,0.23058,-0.00542,0.236,0.253,0,0.253,0.214,-0.004,0.218,10.67083,1.925,8.74583,16.3,2.6,13.7,7.1,2.5,4.6,23.20417,2.29167,20.9125,31.9,1.9,30,16.2,2.7,13.5
"107","03","1919","Burkard",NA,"Plate 18 redone",233,2019-08-21,"T03-233",12,0.1,2959.57,3.471375334,FALSE,205.42,NA,2959.57,3.47,24,123.32,2.09,24.96,0.04,"No",2.519762385,"1919",2019,3.9125,3.8375,0.075,14.4,13.1,1.3,0,0,0,22.47917,0.24583,22.23333,34.3,0.1,34.2,16.4,5.1,11.3,54.75833,3.82083,50.9375,81.4,3.2,78.2,22.6,-2.1,24.7,58.8,53.5,55.7,21,25.7,10.09437,-1.55501,11.64938,30.5497,1.56163,28.98806,2.56833,0.50754,3.8,0,1,1.2,0,0.21804,-0.01254,0.23058,0.24,-0.013,0.253,0.205,-0.009,0.214,11.93333,1.2625,10.67083,15.4,-0.9,16.3,8.8,1.7,7.1,22.04583,-1.15833,23.20417,32.2,0.3,31.9,18.1,1.9,16.2
"108","03","1919","Burkard",NA,"Plate 18 redone",234,2019-08-22,"T03-234",299,0.07,83.44,1.926548225,FALSE,3.93,NA,83.44,1.93,24,3.48,0.65,24.45,0.06,"No",3.471375334,"1919",2019,5.7375,1.825,3.9125,14.2,-0.2,14.4,0,0,0,16.85833,-5.62083,22.47917,27.1,-7.2,34.3,9.6,-6.8,16.4,79.0625,24.30417,54.75833,97.9,16.5,81.4,35,12.4,22.6,62.9,58.8,53.5,22.5,39.3,3.83085,-6.26353,10.09437,16.47171,-14.07799,30.5497,0.23349,-2.33484,1.2,3.8,1,1,0,0.21483,-0.00321,0.21804,0.236,-0.004,0.24,0.205,0,0.205,12.43333,0.5,11.93333,15.5,0.1,15.4,8.5,-0.3,8.8,19.45417,-2.59167,22.04583,26.8,-5.4,32.2,13.7,-4.4,18.1
"109","03","1919","Burkard",NA,"Plate 18 redone",235,2019-08-23,"T03-235",254,0.2,132.57,2.125708926,FALSE,16.67,NA,132.57,2.13,24,5.52,0.81,23.74,0.04,"No",1.926548225,"1919",2019,0,-5.7375,5.7375,0,-14.2,14.2,0,0,0,22.12083,5.2625,16.85833,27.4,0.3,27.1,16.6,7,9.6,43.35,-35.7125,79.0625,56.1,-41.8,97.9,30.9,-4.1,35,25.2,62.9,58.8,7.5,12.4,10.98382,7.15297,3.83085,17.84164,1.36993,16.47171,5.82953,5.59604,0,1.2,0,0,0,0.21996,0.00512,0.21483,0.236,0,0.236,0.209,0.004,0.205,8.85417,-3.57917,12.43333,10.6,-4.9,15.5,7.2,-1.3,8.5,21.05833,1.60417,19.45417,27.7,0.9,26.8,16.3,2.6,13.7
"110","03","1919","Burkard",NA,"Plate 18 redone",236,2019-08-24,"T03-236",62,0.17,936.38,2.971915683,FALSE,101.76,NA,936.38,2.97,24,39.02,1.6,26.51,0.08,"No",2.125708926,"1919",2019,2.63333,2.63333,0,12.1,12.1,0,0,0,0,16.675,-5.44583,22.12083,27.9,0.5,27.4,8.2,-8.4,16.6,57.75,14.4,43.35,84.1,28,56.1,26.9,-4,30.9,57.2,25.2,62.9,27,34.1,7.05045,-3.93336,10.98382,19.25959,1.41796,17.84164,1.34334,-4.48619,0.2,0,1,0.2,0,0.21488,-0.00508,0.21996,0.236,0,0.236,0.201,-0.008,0.209,7.075,-1.77917,8.85417,10,-0.6,10.6,4.6,-2.6,7.2,19.5125,-1.54583,21.05833,27.7,0,27.7,13.8,-2.5,16.3
"111","03","1919","Burkard",NA,"Plate 18 redone",237,2019-08-25,"T03-237",298,0.02,84,1.929418926,FALSE,0.89,NA,84,1.93,24,3.5,0.65,23.75,0.02,"No",2.971915683,"1919",2019,1.76667,-0.86667,2.63333,13.5,1.4,12.1,0,0,0,13.175,-3.5,16.675,18.3,-9.6,27.9,10,1.8,8.2,68.29167,10.54167,57.75,81.5,-2.6,84.1,45,18.1,26.9,36.5,57.2,25.2,15.5,23,3.60312,-3.44733,7.05045,7.80042,-11.45917,19.25959,1.65331,0.30997,0.8,0.2,1,0.2,0,0.20408,-0.01079,0.21488,0.214,-0.022,0.236,0.196,-0.005,0.201,7.23333,0.15833,7.075,10.2,0.2,10,5.5,0.9,4.6,16.73333,-2.77917,19.5125,23.2,-4.5,27.7,12.8,-1,13.8
"112","03","1919","Burkard",NA,"Plate 18 redone",238,2019-08-26,"T03-238",292,0.17,89.86,1.958372732,FALSE,9.73,NA,89.86,1.96,24,3.74,0.68,23.3,0.05,"No",1.929418926,"1919",2019,4.05,2.28333,1.76667,13.5,0,13.5,0,0,0,13.2125,0.0375,13.175,24.6,6.3,18.3,6.4,-3.6,10,56.3875,-11.90417,68.29167,77.6,-3.9,81.5,25.7,-19.3,45,51.9,36.5,57.2,15.4,23.7,5.73021,2.12709,3.60312,16.10843,8.30802,7.80042,1.5596,-0.09371,0,0.8,0,0,0,0.20483,0.00075,0.20408,0.223,0.009,0.214,0.187,-0.009,0.196,3.8125,-3.42083,7.23333,5.7,-4.5,10.2,1.8,-3.7,5.5,17.4625,0.72917,16.73333,27.2,4,23.2,10.5,-2.3,12.8
"113","03","1919","Burkard",NA,"Plate 18 redone",239,2019-08-27,"T03-239",402,0.12,25.66,1.425860145,TRUE,2.02,NA,0,0,24,0,0,23.07,0.08,"No",1.958372732,"1919",2019,0,-4.05,4.05,0,-13.5,13.5,0,0,0,19.0875,5.875,13.2125,26.8,2.2,24.6,12.9,6.5,6.4,42.05417,-14.33333,56.3875,57.3,-20.3,77.6,23.7,-2,25.7,33.6,51.9,36.5,10.3,19,9.69222,3.96202,5.73021,18.97661,2.86817,16.10843,4.46038,2.90078,0.7,0,1,0.7,0,0.20457,-0.00027,0.20483,0.227,0.004,0.223,0.187,0,0.187,5.3625,1.55,3.8125,10.3,4.6,5.7,2.9,1.1,1.8,20.32174,2.85924,17.4625,28.2,1,27.2,14.6,4.1,10.5
"114","03","1919","Burkard",NA,"Plate 18 redone",240,2019-08-28,"T03-240",436,0.22,15.87,1.227115083,TRUE,2.25,NA,0,0,24,0,0,23.35,0.03,"No",1.425860145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","08","1904","Burkard",NA,"Plate 13",186,2019-07-05,"T08-186",491,0.63,6.51,0.875639937,TRUE,2.37,NA,0,0,24,0,0,23.6,0.1,"No",NA,"1904",2019,5.2375,NA,NA,14.4,NA,NA,0,NA,NA,14.15833,NA,NA,18.7,NA,NA,11,NA,NA,83.95417,NA,NA,98.4,NA,NA,67.1,NA,NA,31.3,NA,NA,7.5,13.8,2.01737,NA,NA,4.93566,NA,NA,0.15125,NA,0.2,NA,1,0.2,0,0.15579,NA,NA,0.162,NA,NA,0.152,NA,NA,11.35833,NA,NA,12.9,NA,NA,8.8,NA,NA,15.51667,NA,NA,19.8,NA,NA,12.8,NA,NA
"116","08","1904","Burkard",NA,"Plate 13",187,2019-07-06,"T08-187",530,0,0,0,TRUE,0,NA,0,0,24,0,0,23.29,0.07,"No",0.875639937,"1904",2019,3.36667,-1.87083,5.2375,14.5,0.1,14.4,0,0,0,19.91667,5.75833,14.15833,31.6,12.9,18.7,10,-1,11,71.13333,-12.82083,83.95417,98.9,0.5,98.4,37.3,-29.8,67.1,61.6,31.3,NA,20.7,26.4,7.0127,4.99533,2.01737,21.0408,16.10515,4.93566,0.10661,-0.04464,10.4,0.2,1,9.9,0,0.157,0.00121,0.15579,0.187,0.025,0.162,0.146,-0.006,0.152,13.5625,2.20417,11.35833,17.4,4.5,12.9,9.2,0.4,8.8,19.87917,4.3625,15.51667,35.5,15.7,19.8,12.4,-0.4,12.8
"117","08","1904","Burkard",NA,"Plate 13",188,2019-07-07,"T08-188",482,0.25,7.57,0.932980822,TRUE,1.25,NA,0,0,24,0,0,23.4,0.07,"No",0,"1904",2019,4.90417,1.5375,3.36667,14.3,-0.2,14.5,0,0,0,17.54583,-2.37083,19.91667,27.7,-3.9,31.6,10.1,0.1,10,78.14167,7.00833,71.13333,99.4,0.5,98.9,43.1,5.8,37.3,56.3,61.6,31.3,15.8,26.9,4.06842,-2.94428,7.0127,14.96925,-6.07155,21.0408,0.06037,-0.04624,10,10.4,1,9.6,0,0.2305,0.0735,0.157,0.313,0.126,0.187,0.187,0.041,0.146,13.175,-0.3875,13.5625,17.3,-0.1,17.4,9.7,0.5,9.2,17.97917,-1.9,19.87917,28,-7.5,35.5,12.9,0.5,12.4
"118","08","1904","Burkard",NA,"Plate 13",189,2019-07-08,"T08-189",521,0.76,2.32,0.521138084,TRUE,1.07,NA,0,0,24,0,0,24.03,0.05,"No",0.932980822,"1904",2019,0.01667,-4.8875,4.90417,0.4,-13.9,14.3,0,0,0,16.92083,-0.625,17.54583,23.2,-4.5,27.7,10,-0.1,10.1,72.65,-5.49167,78.14167,90.7,-8.7,99.4,51.3,8.2,43.1,39.4,56.3,61.6,14.1,17.8,4.26643,0.19801,4.06842,9.67492,-5.29433,14.96925,0.81571,0.75534,0,10,0,0,0,0.18425,-0.04625,0.2305,0.196,-0.117,0.313,0.166,-0.021,0.187,11.66667,-1.50833,13.175,14.9,-2.4,17.3,8.4,-1.3,9.7,17.8625,-0.11667,17.97917,28.9,0.9,28,11.8,-1.1,12.9
"119","08","1904","Burkard",NA,"Plate 13",190,2019-07-09,"T08-190",340,0.25,65.06,1.819938569,FALSE,10.39,NA,65.06,1.82,24,2.71,0.57,24.41,0.08,"No",0.521138084,"1904",2019,0.02083,0.00417,0.01667,0.3,-0.1,0.4,0,0,0,18.24167,1.32083,16.92083,26.5,3.3,23.2,9.6,-0.4,10,70.9375,-1.7125,72.65,95.1,4.4,90.7,46.2,-5.1,51.3,48.9,39.4,56.3,14.3,23.9,5.57207,1.30564,4.26643,13.13243,3.45751,9.67492,0.46032,-0.35539,0,0,0,0,0,0.16146,-0.02279,0.18425,0.183,-0.013,0.196,0.149,-0.017,0.166,12.25833,0.59167,11.66667,15.2,0.3,14.9,8.4,0,8.4,19.83333,1.97083,17.8625,34.9,6,28.9,12.8,1,11.8
"120","08","1904","Burkard",NA,"Plate 13",191,2019-07-10,"T08-191",319,0.38,82.17,1.919966701,FALSE,20.97,NA,82.17,1.92,24,3.42,0.65,23.8,0.1,"No",1.819938569,"1904",2019,0,-0.02083,0.02083,0,-0.3,0.3,0,0,0,21.55,3.30833,18.24167,30.8,4.3,26.5,11.8,2.2,9.6,58.975,-11.9625,70.9375,89.5,-5.6,95.1,32.8,-13.4,46.2,56.7,48.9,39.4,18.3,24.2,9.52445,3.95238,5.57207,20.49492,7.3625,13.13243,1.04993,0.58961,0,0,0,0,0,0.13425,-0.02721,0.16146,0.146,-0.037,0.183,0.112,-0.037,0.149,12.10417,-0.15417,12.25833,17,1.8,15.2,9.2,0.8,8.4,20.87917,1.04583,19.83333,28.5,-6.4,34.9,14.9,2.1,12.8
"121","08","1904","Burkard",NA,"Plate 13",192,2019-07-11,"T08-192",191,0.23,268.57,2.430671559,FALSE,39.73,NA,268.57,2.43,24,11.19,1.09,23.74,0.07,"No",1.919966701,"1904",2019,0,0,0,0,0,0,0,0,0,22.3875,0.8375,21.55,29.3,-1.5,30.8,13.6,1.8,11.8,49.57917,-9.39583,58.975,70.2,-19.3,89.5,35.2,2.4,32.8,35,56.7,48.9,13.8,20.5,10.50718,0.98273,9.52445,18.66336,-1.83156,20.49492,3.25187,2.20194,0,0,0,0,0,0.09558,-0.03867,0.13425,0.109,-0.037,0.146,0.076,-0.036,0.112,10.89167,-1.2125,12.10417,13.6,-3.4,17,7.8,-1.4,9.2,22.36667,1.4875,20.87917,31.6,3.1,28.5,16.2,1.3,14.9
"122","08","1904","Burkard",NA,"Plate 13",193,2019-07-12,"T08-193",245,0.43,162.95,2.214711421,FALSE,40.31,NA,162.95,2.21,24,6.79,0.89,23.4,0.1,"No",2.430671559,"1904",2019,1.8625,1.8625,0,14.7,14.7,0,0,0,0,21.5,-0.8875,22.3875,31.6,2.3,29.3,12.8,-0.8,13.6,59.93333,10.35417,49.57917,84.4,14.2,70.2,33.2,-2,35.2,51.2,35,56.7,36,36,8.93485,-1.57233,10.50718,21.74552,3.08216,18.66336,1.61941,-1.63246,10.6,0,1,7.6,0,0.10083,0.00525,0.09558,0.209,0.1,0.109,0.069,-0.007,0.076,12.57917,1.6875,10.89167,17.8,4.2,13.6,9.3,1.5,7.8,22.75833,0.39167,22.36667,35.8,4.2,31.6,16.1,-0.1,16.2
"123","08","1904","Burkard",NA,"Plate 13",194,2019-07-13,"T08-194",136,0.14,430.33,2.634809665,FALSE,39.48,NA,430.33,2.63,24,17.93,1.28,24.02,0.09,"No",2.214711421,"1904",2019,2.82083,0.95833,1.8625,14.6,-0.1,14.7,0,0,0,21.97917,0.47917,21.5,30.8,-0.8,31.6,11.2,-1.6,12.8,65.4875,5.55417,59.93333,93.2,8.8,84.4,41.9,8.7,33.2,51.3,51.2,35,19.2,26,8.27062,-0.66423,8.93485,17.8659,-3.87962,21.74552,0.63882,-0.9806,13.4,10.6,1,13.2,0,0.21258,0.11175,0.10083,0.325,0.116,0.209,0.166,0.097,0.069,14.47083,1.89167,12.57917,17.7,-0.1,17.8,10.1,0.8,9.3,20.63333,-2.125,22.75833,32.5,-3.3,35.8,14.8,-1.3,16.1
"124","08","1904","Burkard",NA,"Plate 13",195,2019-07-14,"T08-195",250,0.05,153.73,2.189574526,FALSE,5.18,NA,153.73,2.19,24,6.41,0.87,23.19,0.09,"No",2.634809665,"1904",2019,0,-2.82083,2.82083,0,-14.6,14.6,0,0,0,20.725,-1.25417,21.97917,29.9,-0.9,30.8,12.9,1.7,11.2,69,3.5125,65.4875,97.6,4.4,93.2,32.8,-9.1,41.9,64.8,51.3,51.2,22.8,26.6,6.83218,-1.43844,8.27062,20.16016,2.29426,17.8659,0.2507,-0.38812,0,13.4,0,0,0,0.15,-0.06258,0.21258,0.162,-0.163,0.325,0.126,-0.04,0.166,13.8875,-0.58333,14.47083,19.7,2,17.7,9.9,-0.2,10.1,19.3,-1.33333,20.63333,26.1,-6.4,32.5,15.4,0.6,14.8
"125","08","1904","Burkard",NA,"Plate 13",196,2019-07-15,"T08-196",180,0.18,295.78,2.47243463,FALSE,35,NA,295.78,2.47,24,12.32,1.12,24.01,0.07,"No",2.189574526,"1904",2019,0,0,0,0,0,0,0,0,0,19.42083,-1.30417,20.725,28.4,-1.5,29.9,10.4,-2.5,12.9,63.45,-5.55,69,84.8,-12.8,97.6,38.4,5.6,32.8,46.4,64.8,51.3,9.4,16.4,7.08339,0.25121,6.83218,16.26982,-3.89034,20.16016,1.3584,1.1077,0,0,0,0,0,0.11288,-0.03713,0.15,0.126,-0.036,0.162,0.099,-0.027,0.126,11.64583,-2.24167,13.8875,14.8,-4.9,19.7,8,-1.9,9.9,19.17083,-0.12917,19.3,28.3,2.2,26.1,13,-2.4,15.4
"126","08","1904","Burkard",NA,"Plate 13",197,2019-07-16,"T08-197",348,0.08,60.94,1.791971201,FALSE,3.14,NA,60.94,1.79,24,2.54,0.55,21.2,0.03,"No",2.47243463,"1904",2019,0.3,0.3,0,4.8,4.8,0,0,0,0,19.49167,0.07083,19.42083,24.3,-4.1,28.4,13.8,3.4,10.4,65.5375,2.0875,63.45,88.7,3.9,84.8,52,13.6,38.4,36.7,46.4,64.8,14.7,23.5,5.88952,-1.19387,7.08339,10.04327,-6.22654,16.26982,1.28816,-0.07024,0,0,0,0,0,0.08738,-0.0255,0.11288,0.096,-0.03,0.126,0.074,-0.025,0.099,12.60833,0.9625,11.64583,15.5,0.7,14.8,10.2,2.2,8,20.61667,1.44583,19.17083,29.4,1.1,28.3,17,4,13
"127","08","1904","Burkard",NA,"Plate 13",198,2019-07-17,"T08-198",396,1.18,39.79,1.610553705,TRUE,28.93,NA,0,0,24,0,0,21.3,0.14,"No",1.791971201,"1904",2019,0,-0.3,0.3,0,-4.8,4.8,0,0,0,18.3625,-1.12917,19.49167,27.8,3.5,24.3,8.8,-5,13.8,61.90417,-3.63333,65.5375,95.4,6.7,88.7,35.6,-16.4,52,59.8,36.7,46.4,16.4,29.2,7.28637,1.39686,5.88952,17.04842,7.00515,10.04327,0.4716,-0.81656,0.7,0,1,0.7,0,0.06929,-0.01808,0.08738,0.074,-0.022,0.096,0.062,-0.012,0.074,9.78333,-2.825,12.60833,13.8,-1.7,15.5,7.5,-2.7,10.2,19.225,-1.39167,20.61667,25.2,-4.2,29.4,13.4,-3.6,17
"128","08","1904","Burkard",NA,"Plate 13",199,2019-07-18,"T08-199",530,0,0,0,TRUE,0,NA,0,0,24,0,0,28.97,0.12,"Yes",1.610553705,"1904",2019,1.75,1.75,0,14.9,14.9,0,0,0,0,16.56667,-1.79583,18.3625,22.2,-5.6,27.8,7.9,-0.9,8.8,56.59583,-5.30833,61.90417,84,-11.4,95.4,36.7,1.1,35.6,47.3,59.8,36.7,26.6,29.8,6.24233,-1.04404,7.28637,11.5906,-5.45783,17.04842,1.22333,0.75173,30.8,0.7,1,13.7,0,0.16467,0.09538,0.06929,0.343,0.269,0.074,0.058,-0.004,0.062,7.44583,-2.3375,9.78333,12.3,-1.5,13.8,5.4,-2.1,7.5,16.07083,-3.15417,19.225,20.2,-5,25.2,12.6,-0.8,13.4
"129","08","1904","Burkard",NA,"Plate 13",200,2019-07-19,"T08-200",500,0.4,4.81,0.764176132,TRUE,1.18,NA,0,0,24,0,0,21.12,0.07,"No",0,"1904",2019,1.2,-0.55,1.75,14.4,-0.5,14.9,0,0,0,13.80833,-2.75833,16.56667,21.8,-0.4,22.2,5.2,-2.7,7.9,59.7875,3.19167,56.59583,84.8,0.8,84,35.4,-1.3,36.7,49.4,47.3,59.8,14.1,22.4,5.46467,-0.77766,6.24233,11.2202,-0.37039,11.5906,1.08505,-0.13827,0.4,30.8,1,0.2,0,0.18317,0.0185,0.16467,0.231,-0.112,0.343,0.142,0.084,0.058,5.35,-2.09583,7.44583,9.6,-2.7,12.3,1.2,-4.2,5.4,13.35417,-2.71667,16.07083,18,-2.2,20.2,8.5,-4.1,12.6
