,Location,JDay,Date,SsMean,MinTemp,MaxTemp,AvgTemp,AvgRH,Precip,AvgWindSpeed,month,year,YearWeek,AvgDP,logSsMean,AvgTemp_1,AvgTemp_3,AvgTemp_7,AvgRH_1,AvgRH_3,AvgRH_7,AvgDP_1,AvgDP_3,AvgDP_7,Precip_1,Precip_3,Precip_7,MaxTemp_1,MaxTemp_3,MaxTemp_7,MinTemp_1,MinTemp_3,MinTemp_7,SsMean_1,SsMean_3,SsMean_7,precip_3dTotal
69,Taber,179,2018-06-28,52.61666667,10.7,22.6,16.9,55.2,0.0,12.2,6,2018,26,7.9399999999999995,3.9818599650790953,16.4,18.533333333333335,19.285714285714285,49.5,47.76666666666666,58.75714285714286,6.299999999999999,8.086666666666666,11.037142857142857,0.0,0.0,0.0,24.7,25.433333333333334,26.37142857142857,5.6,9.533333333333333,11.842857142857142,81.00333333,103.38000001,68.10238095814286,0.0
70,Taber,180,2018-06-29,27.91666667,8.4,21.8,15.6,66.1,0.0,12.8,6,2018,26,8.819999999999999,3.3644181302741325,16.9,16.9,18.7,55.2,47.333333333333336,57.771428571428565,7.9399999999999995,6.3666666666666645,10.254285714285714,0.0,0.0,0.0,22.6,23.133333333333336,25.328571428571426,10.7,8.833333333333332,11.571428571428571,52.61666667,100.55555556666667,65.94666667242858,0.0
71,Taber,181,2018-06-30,17.33666667,8.5,24.4,17.0,57.7,0.0,18.4,6,2018,26,8.540000000000001,2.908902698401042,15.6,16.3,18.057142857142857,66.1,56.93333333333333,58.54285714285714,8.819999999999999,7.686666666666665,9.765714285714283,0.0,0.0,0.0,21.8,23.03333333333333,24.557142857142857,8.4,8.233333333333333,10.714285714285714,27.91666667,53.845555556666675,59.28380952957143,0.0
72,Taber,182,2018-07-01,216.4466667,10.2,24.2,16.8,57.2,0.0,13.8,7,2018,26,8.240000000000002,5.381953609884998,17.0,16.5,17.971428571428568,57.7,59.666666666666664,55.91428571428571,8.540000000000001,8.433333333333334,9.154285714285715,0.0,0.0,0.0,24.4,22.933333333333334,24.685714285714287,8.5,9.199999999999998,10.0,17.33666667,32.62333333666667,59.325238101000004,0.0
73,Taber,183,2018-07-02,335.1466667,7.0,17.4,12.5,77.0,4.0,9.2,7,2018,27,7.9,5.817547572757001,16.8,16.46666666666667,17.414285714285715,57.2,60.333333333333336,54.214285714285715,8.240000000000002,8.533333333333333,8.257142857142856,0.0,0.0,0.0,24.2,23.46666666666667,24.185714285714287,10.2,9.033333333333333,9.485714285714286,216.4466667,87.23333334666667,89.20809524857142,0.0
74,Taber,184,2018-07-03,29.475,8.5,18.7,12.6,75.6,0.0,11.3,7,2018,27,7.719999999999999,3.4169066753673354,12.5,15.433333333333332,16.085714285714285,77.0,63.96666666666666,57.142857142857146,7.9,8.226666666666667,7.514285714285713,4.0,1.3333333333333333,0.5714285714285714,17.4,22.0,22.45714285714286,7.0,8.566666666666665,8.657142857142857,335.1466667,189.64333335666666,128.3590476342857,4.0
75,Taber,185,2018-07-04,28.09,10.2,22.9,15.7,70.9,1.1,11.1,7,2018,27,9.88,3.3703944725071104,12.6,13.966666666666667,15.4,75.6,69.93333333333334,62.61428571428571,7.719999999999999,7.953333333333333,7.922857142857142,0.0,1.3333333333333333,0.5714285714285714,18.7,20.099999999999998,21.97142857142857,8.5,8.566666666666665,8.414285714285715,29.475,193.68944446666669,108.56309524857144,4.0
76,Taber,186,2018-07-05,204.315,9.2,30.1,19.8,63.5,0.1,13.0,7,2018,27,12.5,5.324545385164917,15.7,13.6,15.299999999999999,70.9,74.5,65.67142857142856,9.88,8.5,8.434285714285714,1.1,1.7,0.7285714285714285,22.9,19.666666666666664,21.714285714285715,10.2,8.566666666666665,9.071428571428571,28.09,130.9038889,101.00404763000002,5.1
77,Taber,187,2018-07-06,1877.28,12.9,36.6,24.0,55.1,0.1,15.7,7,2018,27,15.02,7.538111743436368,19.8,16.033333333333335,15.714285714285714,63.5,70.0,66.85714285714286,12.5,10.033333333333333,9.085714285714285,0.1,0.4000000000000001,0.7428571428571429,30.1,23.899999999999995,22.785714285714285,9.2,9.299999999999999,8.857142857142858,204.315,87.29333333333334,122.67523810571429,1.2000000000000002
78,Taber,188,2018-07-07,949.2,15.1,27.6,22.5,36.0,0.0,23.6,7,2018,27,9.7,6.856672488752821,24.0,19.833333333333332,16.914285714285715,55.1,63.166666666666664,65.28571428571429,15.02,12.466666666666669,9.971428571428572,0.1,0.43333333333333335,0.7571428571428571,36.6,29.866666666666664,24.9,12.9,10.766666666666666,9.5,1877.28,703.2283333333334,386.87000000999996,1.3
79,Taber,189,2018-07-08,171.97,9.1,26.9,18.9,53.9,0.0,8.7,7,2018,27,9.679999999999998,5.153118169055832,22.5,22.100000000000005,17.7,36.0,51.53333333333333,62.18571428571429,9.7,12.406666666666666,10.137142857142859,0.0,0.06666666666666667,0.7571428571428571,27.6,31.433333333333334,25.357142857142858,15.1,12.399999999999999,10.442857142857141,949.2,1010.265,519.9933333428572,0.2
80,Taber,190,2018-07-09,1326.34,10.6,32.5,21.2,53.4,0.0,8.4,7,2018,28,11.879999999999999,7.190932218545126,18.9,21.8,18.0,53.9,48.333333333333336,61.714285714285715,9.679999999999998,11.466666666666667,10.342857142857142,0.0,0.03333333333333333,0.7571428571428571,26.9,30.366666666666664,25.74285714285714,9.1,12.366666666666665,10.285714285714286,171.97,999.4833333333332,513.6395238142857,0.1
81,Taber,191,2018-07-10,827.665,11.1,29.1,18.9,67.3,0.0,12.5,7,2018,28,12.359999999999998,6.719815972137451,21.2,20.866666666666664,19.24285714285714,53.4,47.76666666666666,58.34285714285714,11.879999999999999,10.42,10.911428571428571,0.0,0.0,0.18571428571428572,32.5,29.0,27.9,10.6,11.6,10.799999999999999,1326.34,815.8366666666667,655.2385714285714,0.0
82,Taber,192,2018-07-11,136.565,12.0,27.1,20.2,56.4,0.0,12.7,7,2018,28,11.479999999999999,4.924096532679017,18.9,19.666666666666668,20.142857142857142,67.3,58.199999999999996,57.15714285714285,12.359999999999998,11.306666666666665,11.574285714285711,0.0,0.0,0.18571428571428572,29.1,29.5,29.385714285714283,11.1,10.266666666666666,11.171428571428573,827.665,775.3249999999999,769.2657142857142,0.0
83,Taber,193,2018-07-12,138.975,9.5,30.1,20.6,57.9,0.0,9.0,7,2018,28,12.180000000000001,4.941463835234957,20.2,20.099999999999998,20.785714285714285,56.4,59.03333333333333,55.08571428571428,11.479999999999999,11.906666666666665,11.80285714285714,0.0,0.0,0.028571428571428574,27.1,29.566666666666666,29.985714285714288,12.0,11.233333333333333,11.428571428571429,136.565,763.5233333333334,784.7621428571429,0.0
84,Taber,194,2018-07-13,534.22,13.1,34.3,23.8,49.1,0.1,14.6,7,2018,28,13.620000000000001,6.2826778773235805,20.6,19.9,20.900000000000002,57.9,60.533333333333324,54.285714285714285,12.180000000000001,12.006666666666666,11.757142857142856,0.0,0.0,0.014285714285714287,30.1,28.76666666666667,29.985714285714288,9.5,10.866666666666665,11.471428571428573,138.975,367.73499999999996,775.4278571428571,0.0
85,Taber,195,2018-07-14,245.795,9.9,22.3,16.0,65.3,0.0,16.1,7,2018,28,9.059999999999999,5.508558032506723,23.8,21.53333333333333,20.87142857142857,49.1,54.46666666666667,53.42857142857142,13.620000000000001,12.426666666666668,11.557142857142859,0.1,0.03333333333333333,0.014285714285714287,34.3,30.5,29.657142857142862,13.1,11.533333333333331,11.5,534.22,269.92,583.5621428571429,0.1
86,Taber,196,2018-07-15,383.745,6.6,29.4,18.5,56.2,0.0,9.1,7,2018,28,9.74,5.952580777182955,16.0,20.133333333333336,19.942857142857143,65.3,57.43333333333333,57.61428571428571,9.059999999999999,11.62,11.465714285714284,0.0,0.03333333333333333,0.014285714285714287,22.3,28.900000000000002,28.9,9.9,10.833333333333334,10.757142857142858,245.795,306.33,483.0757142857143,0.1
87,Taber,197,2018-07-16,57.9,8.7,32.7,21.2,55.5,0.0,5.5,7,2018,29,12.299999999999999,4.075841090657541,18.5,19.433333333333334,19.885714285714283,56.2,56.86666666666667,57.942857142857136,9.74,10.806666666666667,11.474285714285715,0.0,0.03333333333333333,0.014285714285714287,29.4,28.666666666666668,29.25714285714286,6.6,9.866666666666665,10.4,383.745,387.92,513.3292857142858,0.1
88,Taber,198,2018-07-17,214.4,9.6,35.8,22.6,54.5,0.0,7.3,7,2018,29,13.500000000000002,5.372496764722288,21.2,18.566666666666666,19.885714285714283,55.5,59.0,58.24285714285714,12.299999999999999,10.366666666666665,11.534285714285714,0.0,0.0,0.014285714285714287,32.7,28.133333333333336,29.285714285714285,8.7,8.399999999999999,10.12857142857143,57.9,229.14666666666665,332.1235714285714,0.0
89,Taber,199,2018-07-18,730.88,15.8,28.9,21.8,59.6,0.5,15.0,7,2018,29,13.72,6.595616566096365,22.6,20.76666666666667,20.414285714285715,54.5,55.4,56.41428571428571,13.500000000000002,11.846666666666666,11.697142857142856,0.0,0.0,0.014285714285714287,35.8,32.63333333333333,30.24285714285714,9.6,8.299999999999999,9.914285714285715,214.4,218.6816666666667,244.51428571428573,0.0
90,Taber,200,2018-07-19,218.02,13.0,31.0,21.7,59.0,0.0,10.1,7,2018,29,13.5,5.389163049847613,21.8,21.866666666666664,20.642857142857142,59.6,56.53333333333333,56.871428571428574,13.72,13.173333333333332,12.017142857142858,0.5,0.16666666666666666,0.08571428571428572,28.9,32.46666666666667,30.5,15.8,11.366666666666665,10.457142857142857,730.88,334.3933333333333,329.4164285714286,0.5
91,Taber,201,2018-07-20,969.84,11.9,32.9,22.9,46.6,0.0,13.3,7,2018,29,12.219999999999999,6.878161676135059,21.7,22.03333333333333,20.8,59.0,57.699999999999996,57.028571428571425,13.5,13.573333333333332,12.205714285714285,0.0,0.16666666666666666,0.08571428571428572,31.0,31.899999999999995,30.62857142857143,13.0,12.799999999999999,10.957142857142857,218.02,387.76666666666665,340.7085714285715,0.5
92,Taber,202,2018-07-21,123.91,10.3,28.8,18.5,53.6,0.0,10.5,7,2018,29,9.22,4.827593477977818,22.9,22.133333333333336,20.67142857142857,46.6,55.06666666666666,56.67142857142858,12.219999999999999,13.146666666666667,12.005714285714285,0.0,0.16666666666666666,0.07142857142857142,32.9,30.933333333333334,30.428571428571427,11.9,13.566666666666668,10.785714285714286,969.84,639.5799999999999,402.94000000000005,0.5
93,Taber,203,2018-07-22,15.58,9.0,24.7,16.9,58.3,0.0,14.3,7,2018,29,8.559999999999999,2.8081971497071487,18.5,21.033333333333335,21.02857142857143,53.6,53.06666666666666,55.0,9.22,11.646666666666667,12.028571428571428,0.0,0.0,0.07142857142857142,28.8,30.900000000000002,31.357142857142858,10.3,11.733333333333334,10.842857142857142,123.91,437.25666666666666,385.52785714285716,0.0
94,Taber,204,2018-07-23,2128.22,7.2,28.6,18.2,60.7,4.2,13.1,7,2018,30,10.34,7.6635109944538105,16.9,19.433333333333334,20.8,58.3,52.833333333333336,55.300000000000004,8.559999999999999,10.0,11.86,0.0,0.0,0.07142857142857142,24.7,28.8,30.685714285714287,9.0,10.4,11.185714285714285,15.58,369.77666666666664,332.9328571428572,0.0
95,Taber,205,2018-07-24,162.91,12.8,23.5,16.3,80.6,0.9,9.6,7,2018,30,12.42,5.099317496701269,18.2,17.866666666666664,20.37142857142857,60.7,57.53333333333333,56.042857142857144,10.34,9.373333333333333,11.58,4.2,1.4000000000000001,0.6714285714285715,28.6,27.366666666666664,30.1,7.2,8.833333333333332,10.971428571428572,2128.22,755.9033333333332,628.6928571428572,4.2
96,Taber,206,2018-07-25,110.83,11.0,23.9,17.1,70.1,0.0,5.7,7,2018,30,11.120000000000001,4.716979861040097,16.3,17.133333333333333,19.47142857142857,80.6,66.53333333333333,59.771428571428565,12.42,10.44,11.425714285714283,0.9,1.7000000000000002,0.8,23.5,25.600000000000005,28.342857142857145,12.8,9.666666666666666,11.428571428571429,162.91,768.9033333333332,621.3371428571429,5.1000000000000005
97,Taber,207,2018-07-26,813.1,9.4,25.9,17.9,63.5,2.7,7.3,7,2018,30,10.599999999999998,6.702083208579932,17.1,17.2,18.8,70.1,70.46666666666665,61.271428571428565,11.120000000000001,11.293333333333331,11.054285714285713,0.0,1.7000000000000002,0.7285714285714286,23.9,25.333333333333332,27.628571428571426,11.0,10.333333333333334,10.742857142857144,110.83,800.6533333333332,532.7585714285714,5.1000000000000005
98,Taber,208,2018-07-27,172.09,9.0,26.1,17.2,67.6,0.3,6.5,7,2018,30,10.719999999999999,5.153811690438308,17.9,17.1,18.25714285714286,63.5,71.39999999999999,61.91428571428571,10.599999999999998,11.38,10.639999999999999,2.7,1.2,1.1142857142857143,25.9,24.433333333333334,26.9,9.4,11.066666666666665,10.228571428571428,813.1,362.28000000000003,617.7699999999999,3.6
99,Taber,209,2018-07-28,399.09,11.8,28.1,19.6,60.2,0.0,5.8,7,2018,30,11.640000000000002,5.9916895217992785,17.2,17.400000000000002,17.442857142857143,67.6,67.06666666666666,64.91428571428571,10.719999999999999,10.813333333333333,10.425714285714283,0.3,1.0,1.157142857142857,26.1,25.3,25.928571428571427,9.0,9.799999999999999,9.814285714285715,172.09,365.34,503.80571428571426,3.0
100,Taber,210,2018-07-29,613.71,11.0,29.9,20.2,57.0,0.0,7.3,7,2018,30,11.6,6.4211506118788995,19.6,18.233333333333334,17.6,60.2,63.76666666666667,65.85714285714286,11.640000000000002,10.986666666666666,10.771428571428572,0.0,1.0,1.157142857142857,28.1,26.7,25.82857142857143,11.8,10.066666666666665,10.028571428571428,399.09,461.4266666666667,543.1171428571428,3.0
101,Taber,211,2018-07-30,3239.22,9.5,34.4,22.3,54.2,0.1,9.4,7,2018,31,13.14,8.083396507715758,20.2,19.0,18.071428571428573,57.0,61.6,65.67142857142856,11.6,11.32,11.205714285714285,0.0,0.09999999999999999,1.157142857142857,29.9,28.03333333333333,26.571428571428573,11.0,10.6,10.314285714285715,613.71,394.9633333333333,628.5642857142857,0.3
102,Taber,212,2018-07-31,1253.45,15.0,29.2,21.5,63.3,0.0,10.6,7,2018,31,14.16,7.134452508495644,22.3,20.7,18.657142857142855,54.2,57.13333333333333,64.74285714285715,13.14,12.126666666666667,11.605714285714285,0.1,0.03333333333333333,0.5714285714285714,34.4,30.8,27.4,9.5,10.766666666666666,10.642857142857142,3239.22,1417.34,787.2785714285714,0.1
103,Taber,213,2018-08-01,40.71,12.2,34.8,23.0,56.8,0.0,10.4,8,2018,31,14.36,3.730740908208854,21.5,21.333333333333332,19.4,63.3,58.166666666666664,62.27142857142858,14.16,12.966666666666669,11.854285714285712,0.0,0.03333333333333333,0.4428571428571429,29.2,31.166666666666668,28.214285714285715,15.0,11.83333333333333,10.957142857142857,1253.45,1702.1266666666663,943.0699999999999,0.1
104,Taber,214,2018-08-02,219.34,13.6,33.0,22.2,52.9,0.0,8.7,8,2018,31,12.78,5.395171807911919,23.0,22.266666666666666,20.24285714285714,56.8,58.1,60.371428571428574,14.36,13.886666666666665,12.317142857142857,0.0,0.03333333333333333,0.4428571428571429,34.8,32.8,29.771428571428572,12.2,12.233333333333333,11.12857142857143,40.71,1511.1266666666663,933.0528571428571,0.1
105,Taber,215,2018-08-03,2225.26,10.0,29.4,19.6,52.4,0.0,16.0,8,2018,31,10.080000000000002,7.70807832645229,22.2,22.233333333333334,20.857142857142858,52.9,57.666666666666664,58.857142857142854,12.78,13.766666666666666,12.62857142857143,0.0,0.0,0.05714285714285715,33.0,32.333333333333336,30.785714285714285,13.6,13.6,11.728571428571428,219.34,504.5,848.2299999999999,0.0
106,Taber,216,2018-08-04,5.97,11.9,24.2,17.7,60.6,0.0,16.6,8,2018,31,9.82,1.9416152247724325,19.6,21.600000000000005,21.2,52.4,54.03333333333333,56.685714285714276,10.080000000000002,12.406666666666666,12.537142857142857,0.0,0.0,0.014285714285714287,29.4,32.4,31.257142857142856,10.0,11.933333333333332,11.87142857142857,2225.26,828.4366666666668,1141.54,0.0
107,Taber,217,2018-08-05,26.44,11.1,23.1,17.2,72.9,0.0,10.7,8,2018,31,11.780000000000001,3.3120018028576843,17.7,19.833333333333332,20.928571428571427,60.6,55.300000000000004,56.74285714285714,9.82,10.893333333333333,12.277142857142858,0.0,0.0,0.014285714285714287,24.2,28.866666666666664,30.699999999999996,11.9,11.833333333333334,11.885714285714286,5.97,816.8566666666667,1085.38,0.0
108,Taber,218,2018-08-06,14.99,9.1,31.8,20.1,59.2,0.0,8.6,8,2018,32,11.940000000000001,2.771963526845863,17.2,18.166666666666668,20.5,72.9,61.96666666666667,59.01428571428572,11.780000000000001,10.56,12.302857142857144,0.0,0.0,0.014285714285714287,23.1,25.566666666666663,29.728571428571428,11.1,11.0,11.9,26.44,752.5566666666667,1001.4842857142858,0.0
109,Taber,219,2018-08-07,3405.06,10.4,32.9,21.9,49.8,0.0,9.3,8,2018,32,11.859999999999998,8.133311477039289,20.1,18.333333333333332,20.185714285714287,59.2,64.23333333333333,59.728571428571435,11.940000000000001,11.180000000000001,12.131428571428572,0.0,0.0,0.0,31.8,26.366666666666664,29.357142857142858,9.1,10.699999999999998,11.842857142857143,14.99,15.799999999999999,540.88,0.0
110,Taber,220,2018-08-08,1729.78,10.3,33.0,20.3,58.4,0.0,6.4,8,2018,32,11.98,7.456327452933839,21.9,19.73333333333333,20.24285714285714,49.8,60.63333333333333,57.800000000000004,11.859999999999998,11.86,11.802857142857144,0.0,0.0,0.0,32.9,29.266666666666662,29.885714285714283,10.4,10.2,11.185714285714285,3405.06,1148.83,848.2528571428572,0.0
112,Taber,222,2018-08-10,5531.68,13.2,40.5,26.0,44.0,0.0,10.8,8,2018,32,14.8,8.618427606416287,20.3,20.766666666666666,19.857142857142858,58.4,55.800000000000004,58.02857142857143,11.98,11.926666666666668,11.462857142857144,0.0,0.0,0.0,33.0,32.56666666666666,29.62857142857143,10.3,9.933333333333332,10.914285714285715,1729.78,1716.61,1089.5485714285714,0.0
113,Taber,223,2018-08-11,2404.28,14.3,28.4,21.1,54.0,1.2,14.5,8,2018,32,11.900000000000002,7.785421599879524,26.0,22.733333333333334,20.400000000000002,44.0,50.73333333333333,56.75714285714286,14.8,12.88,11.751428571428573,0.0,0.0,0.0,40.5,35.46666666666666,30.7,13.2,11.299999999999997,10.857142857142858,5531.68,3555.5066666666667,1848.4542857142858,0.0
114,Taber,224,2018-08-12,3451.26,11.1,27.4,17.5,67.3,0.0,14.5,8,2018,32,10.959999999999999,8.146784368022862,21.1,22.46666666666667,20.614285714285717,54.0,52.13333333333333,56.98571428571429,11.900000000000002,12.893333333333336,12.011428571428572,1.2,0.39999999999999997,0.17142857142857143,28.4,33.96666666666666,30.557142857142853,14.3,12.6,11.471428571428573,2404.28,3221.913333333334,1874.0285714285715,1.2
115,Taber,225,2018-08-13,935.92,8.8,21.9,14.5,65.8,0.0,8.5,8,2018,33,7.659999999999999,6.842597899724709,17.5,21.533333333333335,20.585714285714285,67.3,55.099999999999994,57.94285714285714,10.959999999999999,12.553333333333335,12.174285714285714,0.0,0.39999999999999997,0.17142857142857143,27.4,32.099999999999994,31.014285714285712,11.1,12.866666666666665,11.357142857142858,3451.26,3795.7400000000002,2366.2128571428575,1.2
116,Taber,226,2018-08-14,1970.79,7.1,30.1,18.5,55.1,0.0,9.1,8,2018,33,9.52,7.586697038619814,14.5,17.700000000000003,20.2,65.8,62.36666666666665,56.92857142857143,7.659999999999999,10.173333333333334,11.585714285714285,0.0,0.39999999999999997,0.17142857142857143,21.9,25.899999999999995,30.842857142857145,8.8,11.399999999999999,11.028571428571428,935.92,2263.82,2496.1385714285716,1.2
117,Taber,227,2018-08-15,8350.82,10.7,30.7,19.2,55.8,0.0,9.0,8,2018,33,10.36,9.03023475816604,18.5,16.833333333333332,19.97142857142857,55.1,62.73333333333333,56.34285714285714,9.52,9.379999999999999,11.24,0.0,0.0,0.17142857142857143,30.1,26.466666666666665,30.599999999999998,7.1,8.999999999999998,10.742857142857142,1970.79,2119.3233333333337,2775.5385714285717,0.0
118,Taber,228,2018-08-16,2897.505,9.4,30.5,18.4,64.6,0.0,7.8,8,2018,33,11.319999999999997,7.971950365808488,19.2,17.4,19.585714285714285,55.8,58.9,57.2,10.36,9.18,11.025714285714287,0.0,0.0,0.17142857142857143,30.7,27.566666666666663,30.285714285714285,10.7,8.866666666666665,10.785714285714286,8350.82,3752.51,3482.075714285714,0.0
119,Taber,229,2018-08-17,3302.65,13.0,33.0,22.0,49.8,0.0,9.4,8,2018,33,11.959999999999999,8.102783196826266,18.4,18.7,19.314285714285713,64.6,58.5,58.08571428571428,11.319999999999997,10.399999999999999,10.93142857142857,0.0,0.0,0.17142857142857143,30.5,30.433333333333334,29.928571428571427,9.4,9.066666666666665,10.657142857142857,2897.505,4406.371666666667,3648.8935714285717,0.0
120,Taber,230,2018-08-18,10300.645,8.9,24.9,18.3,48.8,0.0,17.4,8,2018,33,8.06,9.240058870203509,22.0,19.866666666666664,18.74285714285714,49.8,56.73333333333333,58.91428571428571,11.959999999999999,11.213333333333331,10.525714285714285,0.0,0.0,0.17142857142857143,33.0,31.399999999999995,28.857142857142858,13.0,11.033333333333331,10.62857142857143,3302.65,4850.325,3330.460714285714,0.0
121,Taber,231,2018-08-19,861.725,5.2,23.0,13.8,60.8,0.0,8.1,8,2018,33,5.96,6.760095984450183,18.3,19.566666666666666,18.342857142857145,48.8,54.4,58.171428571428564,8.06,10.446666666666665,9.977142857142855,0.0,0.0,0.0,24.9,29.466666666666665,28.357142857142858,8.9,10.433333333333332,9.857142857142858,10300.645,5500.266666666667,4458.512857142857,0.0
122,Taber,232,2018-08-20,875.725,9.6,23.9,16.5,48.9,0.0,7.8,8,2018,34,6.279999999999999,6.776193374213973,13.8,18.033333333333335,17.814285714285713,60.8,53.133333333333326,57.24285714285714,5.96,8.66,9.262857142857142,0.0,0.0,0.0,23.0,26.966666666666665,27.728571428571428,5.2,9.033333333333333,9.014285714285714,861.725,4821.673333333333,4088.5792857142856,0.0
123,Taber,233,2018-08-21,9780.455,5.4,25.7,15.4,56.3,0.0,13.6,8,2018,34,6.66,9.188243524969392,16.5,16.2,18.1,48.9,52.83333333333332,54.82857142857143,6.279999999999999,6.766666666666667,9.065714285714284,0.0,0.0,0.0,23.9,23.933333333333326,28.014285714285712,9.6,7.899999999999999,9.12857142857143,875.725,4012.6983333333337,4079.98,0.0
124,Taber,234,2018-08-22,19136.13,9.2,33.4,20.0,46.3,0.0,14.5,8,2018,34,9.26,9.859385706010261,15.4,15.233333333333334,17.65714285714286,56.3,55.33333333333332,54.99999999999999,6.66,6.3,8.657142857142857,0.0,0.0,0.0,25.7,24.2,27.385714285714283,5.4,6.733333333333332,8.885714285714286,9780.455,3839.3016666666667,5195.646428571429,0.0
125,Taber,235,2018-08-23,11190.155,7.1,32.3,19.3,46.7,0.0,9.4,8,2018,34,8.64,9.322879013137623,20.0,17.3,17.771428571428572,46.3,50.49999999999999,53.64285714285713,9.26,7.3999999999999995,8.5,0.0,0.0,0.0,33.4,27.66666666666666,27.77142857142857,9.2,8.066666666666665,8.67142857142857,19136.13,9930.77,6736.405,0.0
126,Taber,236,2018-08-24,3306.85,10.4,20.3,14.6,72.1,0.1,17.1,8,2018,34,9.02,8.104053710496379,19.3,18.233333333333334,17.9,46.7,49.76666666666666,51.08571428571428,8.64,8.186666666666667,8.117142857142857,0.0,0.0,0.0,32.3,30.466666666666658,28.02857142857143,7.1,7.233333333333332,8.342857142857143,11190.155,13368.913333333336,7921.069285714286,0.0
127,Taber,237,2018-08-25,16854.055,4.9,23.4,13.9,68.8,0.0,9.3,8,2018,34,7.66,9.732405890789506,14.6,17.96666666666667,16.842857142857145,72.1,55.03333333333333,54.271428571428565,9.02,8.973333333333334,7.6971428571428575,0.1,0.03333333333333333,0.014285714285714287,20.3,28.66666666666666,26.21428571428571,10.4,8.899999999999999,7.971428571428571,3306.85,11211.045,7921.669285714285,0.1
128,Taber,238,2018-08-26,1646.95,9.7,22.3,15.7,55.8,0.2,11.2,8,2018,34,6.859999999999999,7.40728737020333,13.9,15.933333333333335,16.214285714285715,68.8,62.533333333333324,57.12857142857143,7.66,8.44,7.640000000000001,0.0,0.03333333333333333,0.014285714285714287,23.4,25.33333333333333,26.0,4.9,7.466666666666664,7.3999999999999995,16854.055,10450.353333333334,8857.870714285715,0.1
129,Taber,239,2018-08-27,2692.505,3.4,11.2,8.7,86.9,17.2,23.9,8,2018,35,6.08,7.898598598439638,15.7,14.733333333333334,16.485714285714288,55.8,65.56666666666666,56.41428571428571,6.859999999999999,7.846666666666667,7.768571428571428,0.2,0.10000000000000002,0.042857142857142864,22.3,22.0,25.900000000000002,9.7,8.33333333333333,8.042857142857143,1646.95,7269.285,8970.045714285714,0.30000000000000004
130,Taber,240,2018-08-28,13539.785,2.1,23.0,12.9,64.5,0.0,10.7,8,2018,35,5.800000000000001,9.513461521152024,8.7,12.766666666666666,15.37142857142857,86.9,70.5,61.84285714285714,6.08,6.866666666666667,7.74,17.2,5.8,2.5,11.2,18.966666666666665,24.085714285714285,3.4,5.999999999999997,7.1571428571428575,2692.505,7064.503333333334,9229.585714285715,17.4
0,1917,189,2019-07-08,317.43,9.6,23.5,16.8,68.3,0.2,12.6,7,2019,28,10.46,5.763402670637226,20.2,21.058333333333334,17.928571428571427,58.150000000000006,57.15833333333333,64.05918367346939,11.83,12.49,10.740408163265306,0.03333333333333333,0.0,3.308163265306123,28.650000000000002,29.891666666666666,26.042857142857144,11.333333333333334,12.291666666666668,9.977551020408162,200.41166666666666,464.2499999999999,285.04489795918374,0.0
1,1917,190,2019-07-09,67.09,9.5,26.8,17.7,67.2,0.0,6.9,7,2019,28,11.14,4.220830359494875,16.8,21.058333333333334,17.928571428571427,68.3,57.15833333333333,64.05918367346939,10.46,12.49,10.740408163265306,0.2,0.0,3.308163265306123,23.5,29.891666666666666,26.042857142857144,9.6,12.291666666666668,9.977551020408162,317.43,464.2499999999999,285.04489795918374,0.0
2,1917,191,2019-07-10,35.45,11.9,31.0,21.4,54.7,0.0,20.7,7,2019,28,12.34,3.5959414584546674,17.7,21.058333333333334,17.928571428571427,67.2,57.15833333333333,64.05918367346939,11.14,12.49,10.740408163265306,0.0,0.0,3.308163265306123,26.8,29.891666666666666,26.042857142857144,9.5,12.291666666666668,9.977551020408162,67.09,464.2499999999999,285.04489795918374,0.0
3,1917,192,2019-07-11,210.56,11.7,28.4,21.1,51.9,0.0,14.6,7,2019,28,11.48,5.354508646197779,21.4,18.633333333333333,17.928571428571427,54.7,63.4,64.05918367346939,12.34,11.313333333333333,10.740408163265306,0.0,0.06666666666666667,3.308163265306123,31.0,27.099999999999998,26.042857142857144,11.9,10.333333333333334,9.977551020408162,35.45,139.99,285.04489795918374,0.2
4,1917,193,2019-07-12,313.94,12.2,29.8,21.1,55.5,0.0,13.0,7,2019,28,12.200000000000001,5.752382144492263,21.1,20.066666666666666,17.928571428571427,51.9,57.93333333333334,64.05918367346939,11.48,11.653333333333334,10.740408163265306,0.0,0.0,3.308163265306123,28.4,28.733333333333334,26.042857142857144,11.7,11.033333333333331,9.977551020408162,210.56,104.36666666666667,285.04489795918374,0.0
5,1917,194,2019-07-13,258.0,13.1,32.4,23.1,51.3,0.0,13.6,7,2019,28,13.360000000000001,5.556828061699537,21.1,21.2,17.928571428571427,55.5,54.03333333333333,64.05918367346939,12.200000000000001,12.006666666666668,10.740408163265306,0.0,0.0,3.308163265306123,29.8,29.733333333333334,26.042857142857144,12.2,11.933333333333332,9.977551020408162,313.94,186.65,285.04489795918374,0.0
