FieldID,Date,Year,Province,SamplerNo,SamplerType,ExtractionGroup,qPCR_Plate,JDay,SampleID,SsCtMean,SsCtSD,SsMean,logSsMean,VolumeSampled,TtCt,TtSD,Water?,logSs_t1,MeanWetness,DiffMeanWet,MeanWet_1d,MaxWetness,DiffMaxWet,MaxWet_1d,MinWetness,DiffMinWet,MinWet_1d,MeanTemp,DiffMeanT,MeanT_1d,MaxTemp,DiffMaxT,MaxT_1d,MinTemp,DiffMinT,MinT_1d,MeanRH,DiffMeanRH,MeanRH_1d,MaxRH,DiffMaxRH,MaxRH_1d,MinRH,DiffMinRH,MinRH_1d,DiffRH_0d,DiffRH_1d,DiffRH_2d,MaxDiffRH_2h,MaxDiffRH_3h,MeanVPD,DiffMeanVPD,MeanVPD_1d,MaxVPD,DiffMaxVPD,MaxVPD_1d,MinVPD,DiffMinVPD,MinVPD_1d,TotalPrecip,Precip_1d,RainYN,MaxRain,MinRain,MeanWC,DiffMeanWC,MeanWC_1d,MaxWC,DiffMaxWC,MaxWC_1d,MinWC,DiffMinWC,MinWC_1d,MeanDP,DiffMeanDP,MeanDP_1d,MaxDP,DiffMaxDP,MaxDP_1d,MinDP,DiffMinDP,MinDP_1d,MeanSoilTemp,DiffMeanSoilT,MeanSoilT_1d,MaxSoilTemp,DiffMaxSoilT,MaxSoilT_1d,MinSoilTemp,DiffMinSoilT,MinSoilT_1d
1917,2019-07-23,2019,Alberta,01,Burkard,NA,Plate 10,204,T01-204,35.38,0.33,15.63,1.220892249,24,26.44,0.1,No,2.394819275,0.4875,0.4875,0,10.9,10.9,0,0,0,0,24.37083,3.8375,20.53333,33.3,2.6,30.7,15.7,3.7,12,65.4875,-3.49583,68.98333,75.4,-7.7,83.1,42.3,-6.9,49.2,33.1,33.9,48.7,22.6,28.9,8.37348,2.03996,6.33352,16.34354,0.8196,15.52394,3.20295,1.51306,1.68989,0,0,0,0,0,NA,NA,0.26515,NA,NA,0.271,NA,NA,0.253,17.3125,2.95417,14.35833,23.9,2.6,21.3,11.1,2,9.1,NA,NA,15.29231,NA,NA,21.8,NA,NA,13.1
1917,2019-07-24,2019,Alberta,01,Burkard,NA,Plate 10,205,T01-205,29.25,0.09,859.02,2.934508551,24,25.42,0.11,No,1.220892249,4.44167,3.95417,0.4875,14,3.1,10.9,0,0,0,21.12917,-3.24167,24.37083,27.1,-6.2,33.3,15.1,-0.6,15.7,60.16667,-5.32083,65.4875,86.5,11.1,75.4,32,-10.3,42.3,54.5,33.1,33.9,17.1,31.7,7.42345,-0.95003,8.37348,15.41089,-0.93265,16.34354,1.85582,-1.34713,3.20295,2.1,0,1,1.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.275,-5.0375,17.3125,18.9,-5,23.9,4.9,-6.2,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2019-07-25,2019,Alberta,01,Burkard,NA,Plate 10,206,T01-206,29.84,0.15,587.7,2.769894036,24,25.58,0.08,No,2.934508551,0,-4.44167,4.44167,0,-14,14,0,0,0,19.4375,-1.69167,21.12917,28.2,1.1,27.1,8.8,-6.3,15.1,48.62083,-11.54583,60.16667,71.4,-15.1,86.5,29.4,-2.6,32,42,54.5,33.1,15.4,22.8,9.34337,1.91991,7.42345,18.57345,3.16256,15.41089,2.31304,0.45721,1.85582,0,2.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.77083,-4.50417,12.275,12.7,-6.2,18.9,3.6,-1.3,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2019-07-26,2019,Alberta,01,Burkard,NA,Plate 10,207,T01-207,29.59,0.03,686.5,2.837272703,24,24.11,0.05,No,2.769894036,1.49167,1.49167,0,14.7,14.7,0,0,0,0,19.32917,-0.10833,19.4375,30.9,2.7,28.2,7.8,-1,8.8,68.01667,19.39583,48.62083,89.1,17.7,71.4,41.9,12.5,29.4,47.2,42,54.5,14,15.8,6.88424,-2.45913,9.34337,18.34247,-0.23098,18.57345,0.98635,-1.32669,2.31304,14.9,0,1,13.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7,4.92917,7.77083,19.8,7.1,12.7,5.6,2,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2019-07-27,2019,Alberta,01,Burkard,NA,Plate 10,208,T01-208,29.92,0.7,589.7,2.771366971,24,26.09,0.01,No,2.837272703,0,-1.49167,1.49167,0,-14.7,14.7,0,0,0,20,0.67083,19.32917,30.2,-0.7,30.9,11.1,3.3,7.8,59.5875,-8.42917,68.01667,83.2,-5.9,89.1,34.6,-7.3,41.9,48.6,47.2,42,16.6,24.8,8.64234,1.7581,6.88424,18.97291,0.63044,18.34247,1.56843,0.58208,0.98635,0,14.9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.975,-1.725,12.7,15.6,-4.2,19.8,7.4,1.8,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2019-07-28,2019,Alberta,01,Burkard,NA,Plate 10,209,T01-209,29.60,0.07,685.6,2.836703799,24,25.46,0.05,No,2.771366971,0.00417,0.00417,0,0.1,0.1,0,0,0,0,16.67917,-3.32083,20,25,-5.2,30.2,7.4,-3.7,11.1,66.85833,7.27083,59.5875,88.3,5.1,83.2,46,11.4,34.6,42.3,48.6,47.2,17.3,31.3,5.45689,-3.18545,8.64234,12.00328,-6.96962,18.97291,1.00091,-0.56752,1.56843,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.95417,-1.02083,10.975,13.9,-1.7,15.6,5,-2.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2019-07-29,2019,Alberta,01,Burkard,NA,Plate 10,210,T01-210,29.20,0.09,887.42,2.948618327,24,23.87,0.05,No,2.836703799,0,-0.00417,0.00417,0,-0.1,0.1,0,0,0,20.20833,3.52917,16.67917,32.8,7.8,25,9.7,2.3,7.4,58.75,-8.10833,66.85833,82.9,-5.4,88.3,29.9,-16.1,46,53,42.3,48.6,12.7,24.9,9.66836,4.21147,5.45689,25.245,13.24172,12.00328,1.53776,0.53685,1.00091,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.67083,0.71667,9.95417,15.3,1.4,13.9,6.5,1.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2019-07-30,2019,Alberta,01,Burkard,NA,Plate 10,211,T01-211,29.89,0.09,566.8,2.754195388,24,23.95,0.04,No,2.948618327,0,0,0,0,0,0,0,0,0,20.42083,0.2125,20.20833,32.5,-0.3,32.8,9.5,-0.2,9.7,61.125,2.375,58.75,84,1.1,82.9,33.4,3.5,29.9,50.6,53,42.3,21.8,32.2,8.83313,-0.83523,9.66836,23.64084,-1.60416,25.245,1.44785,-0.08991,1.53776,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.85417,1.18333,10.67083,17,1.7,15.3,6,-0.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2019-07-31,2019,Alberta,01,Burkard,NA,Plate 10,212,T01-212,30.43,0.13,398.61,2.601636348,24,24.06,0.18,No,2.754195388,1.1125,1.1125,0,8.9,8.9,0,0,0,0,19.93333,-0.4875,20.42083,32.2,-0.3,32.5,10,0.5,9.5,65.8125,4.6875,61.125,92.6,8.6,84,36.6,3.2,33.4,56,50.6,53,10.4,19.7,7.7633,-1.06983,8.83313,22.0875,-1.55334,23.64084,0.88676,-0.56109,1.44785,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.47917,0.625,11.85417,17.4,0.4,17,6.8,0.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2019-08-01,2019,Alberta,01,Burkard,NA,Plate 10,213,T01-213,29.57,0.08,696.35,2.843450805,24,23.94,0.17,No,2.601636348,1.22083,0.10833,1.1125,14.8,5.9,8.9,0,0,0,22.3875,2.45417,19.93333,33,0.8,32.2,13.1,3.1,10,58.48333,-7.32917,65.8125,84.7,-7.9,92.6,37,0.4,36.6,47.7,56,50.6,24,26.1,9.71418,1.95088,7.7633,23.07179,0.98429,22.0875,1.84491,0.95815,0.88676,20.5,0,1,20.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.26667,0.7875,12.47917,19.1,1.7,17.4,7.1,0.3,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2019-08-02,2019,Alberta,01,Burkard,NA,Plate 10,214,T01-214,30.90,0.1,291.24,2.465739659,24,24.32,0.06,No,2.843450805,5.1,3.87917,1.22083,14.5,-0.3,14.8,0,0,0,22.3375,-0.05,22.3875,34.1,1.1,33,11.2,-1.9,13.1,61.02083,2.5375,58.48333,87.9,3.2,84.7,36,-1,37,51.9,47.7,56,24.6,25.2,9.79499,0.08082,9.71418,22.39709,-0.6747,23.07179,1.2959,-0.54901,1.84491,0,20.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.48333,0.21667,13.26667,19.7,0.6,19.1,8.7,1.6,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2019-08-03,2019,Alberta,01,Burkard,NA,Plate 10,215,T01-215,31.15,0.15,248.63,2.397296777,24,23.94,0.07,No,2.465739659,0.62083,-4.47917,5.1,14.9,0.4,14.5,0,0,0,20.71667,-1.62083,22.3375,28.3,-5.8,34.1,13.1,1.9,11.2,62.80417,1.78333,61.02083,78.7,-9.2,87.9,33.6,-2.4,36,45.1,51.9,47.7,23.7,30.6,7.35868,-2.43632,9.79499,17.68792,-4.70917,22.39709,2.36825,1.07235,1.2959,5.5,0,1,5.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8625,-0.62083,13.48333,17.2,-2.5,19.7,9.1,0.4,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2019-08-04,2019,Alberta,01,Burkard,NA,Plate 10,216,T01-216,30.16,0.1,474.34,2.677004362,24,23.94,0.05,No,2.397296777,4.175,3.55417,0.62083,14.4,-0.5,14.9,0,0,0,18.825,-1.89167,20.71667,27.7,-0.6,28.3,11.5,-1.6,13.1,64.6875,1.88333,62.80417,84.3,5.6,78.7,43,9.4,33.6,41.3,45.1,51.9,19.7,29.2,6.58991,-0.76877,7.35868,14.89033,-2.79759,17.68792,1.50279,-0.86546,2.36825,14.7,5.5,1,14.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.44583,-1.41667,12.8625,14.3,-2.9,17.2,8.4,-0.7,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2019-08-05,2019,Alberta,01,Burkard,NA,Plate 10,217,T01-217,34.82,0.19,22.44,1.369957607,24,23.94,0.07,No,2.677004362,0,-4.175,4.175,0,-14.4,14.4,0,0,0,19.2375,0.4125,18.825,31.5,3.8,27.7,7.8,-3.7,11.5,64.78333,0.09583,64.6875,88.3,4,84.3,36.4,-6.6,43,51.9,41.3,45.1,12,21.7,7.82172,1.23181,6.58991,20.07617,5.18584,14.89033,0.97623,-0.52655,1.50279,0,14.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.62083,0.175,11.44583,17.6,3.3,14.3,5.7,-2.7,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2019-08-06,2019,Alberta,01,Burkard,NA,Plate 10,218,T01-218,29.24,0.09,864.36,2.937196817,24,23.65,0.15,No,1.369957607,1.35,1.35,0,12.5,12.5,0,0,0,0,18.21667,-1.02083,19.2375,26.8,-4.7,31.5,10.5,2.7,7.8,72.01667,7.23333,64.78333,87.7,-0.6,88.3,51.6,15.2,36.4,36.1,51.9,41.3,14.4,24,5.09806,-2.72367,7.82172,11.98784,-8.08832,20.07617,1.17734,0.20111,0.97623,0.7,0,1,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.72917,1.10833,11.62083,17.2,-0.4,17.6,7.9,2.2,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2019-08-07,2019,Alberta,01,Burkard,NA,Plate 10,219,T01-219,32.39,0.09,110.07,2.045596772,24,25.61,0.08,No,2.937196817,6.3375,4.9875,1.35,14.5,2,12.5,0,0,0,18.42083,0.20417,18.21667,27.2,0.4,26.8,11.3,0.8,10.5,76.6125,4.59583,72.01667,92.2,4.5,87.7,53,1.4,51.6,39.2,36.1,51.9,8.8,14.6,4.42795,-0.67011,5.09806,11.91031,-0.07753,11.98784,0.80971,-0.36764,1.17734,4.7,0.7,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.89167,1.1625,12.72917,18.2,1,17.2,9.8,1.9,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2019-08-08,2019,Alberta,01,Burkard,NA,Plate 10,220,T01-220,31.47,0.16,200.8,2.304921162,24,23.85,0.15,No,2.045596772,0,-6.3375,6.3375,0,-14.5,14.5,0,0,0,21.58333,3.1625,18.42083,33.8,6.6,27.2,11,-0.3,11.3,64.25833,-12.35417,76.6125,89.5,-2.7,92.2,37.8,-15.2,53,51.7,39.2,36.1,20.1,30.2,8.53722,4.10927,4.42795,23.94499,12.03468,11.91031,1.03045,0.22075,0.80971,0,4.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.81667,-0.075,13.89167,18.8,0.6,18.2,8.7,-1.1,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2019-08-09,2019,Alberta,01,Burkard,NA,Plate 10,221,T01-221,30.16,0.15,476.67,2.679127966,24,23.84,0.15,No,2.304921162,1.65833,1.65833,0,13,13,0,0,0,0,19.775,-1.80833,21.58333,25.2,-8.6,33.8,14.6,3.6,11,61.72083,-2.5375,64.25833,79.2,-10.3,89.5,49.3,11.5,37.8,29.9,51.7,39.2,15.5,19.5,6.48532,-2.0519,8.53722,9.88079,-14.0642,23.94499,2.55552,1.52506,1.03045,0.2,0,1,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0375,-1.77917,13.81667,15.9,-2.9,18.8,9.7,1,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2019-08-10,2019,Alberta,01,Burkard,NA,Plate 10,222,T01-222,31.61,0.09,183.66,2.266372831,24,23.17,0.03,No,2.679127966,5.9625,4.30417,1.65833,14,1,13,0,0,0,14.10833,-5.66667,19.775,18.6,-6.6,25.2,11.7,-2.9,14.6,78.8125,17.09167,61.72083,92.6,13.4,79.2,62.2,12.9,49.3,30.4,29.9,51.7,12.8,16.6,2.54222,-3.9431,6.48532,5.54602,-4.33477,9.88079,0.72171,-1.83381,2.55552,14.7,0.2,1,4.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.33333,-1.70417,12.0375,11.4,-4.5,15.9,8.7,-1,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2019-08-11,2019,Alberta,01,Burkard,NA,Plate 10,223,T01-223,30.27,0.13,441.25,2.645667842,24,23.42,0.12,No,2.266372831,4.10417,-1.85833,5.9625,13.5,-0.5,14,0,0,0,15.8125,1.70417,14.10833,21,2.4,18.6,13,1.3,11.7,81.63333,2.82083,78.8125,91.8,-0.8,92.6,72.3,10.1,62.2,19.5,30.4,29.9,12.2,14.3,2.35843,-0.18379,2.54222,4.79699,-0.74903,5.54602,0.94062,0.21891,0.72171,1,14.7,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.65,2.31667,10.33333,15.8,4.4,11.4,9.9,1.2,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2019-08-12,2019,Alberta,01,Burkard,NA,Plate 10,224,T01-224,30.85,0.19,301.94,2.481356621,24,22.88,0.07,No,2.645667842,10.875,6.77083,4.10417,14,0.5,13.5,4.6,4.6,0,14.79167,-1.02083,15.8125,17.8,-3.2,21,13.5,0.5,13,88.53333,6.9,81.63333,95.1,3.3,91.8,75.6,3.3,72.3,19.5,19.5,30.4,7.7,11.8,1.42275,-0.93568,2.35843,3.46055,-1.33644,4.79699,0.53805,-0.40257,0.94062,1.6,1,1,1.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.86667,0.21667,12.65,13.5,-2.3,15.8,12.1,2.2,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2019-08-13,2019,Alberta,01,Burkard,NA,Plate 10,225,T01-225,30.93,0.08,286.68,2.45890967,24,22.87,0.1,No,2.481356621,5.5125,-5.3625,10.875,10,-4,14,0,-4.6,4.6,16.5125,1.72083,14.79167,23.8,6,17.8,12.3,-1.2,13.5,80.56667,-7.96667,88.53333,97.1,2,95.1,58.6,-17,75.6,38.5,19.5,19.5,13.8,20.5,3.11228,1.68953,1.42275,8.51787,5.05732,3.46055,0.31844,-0.21961,0.53805,0,1.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.85417,-0.0125,12.86667,15.3,1.8,13.5,10.9,-1.2,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2019-08-14,2019,Alberta,01,Burkard,NA,Plate 10,226,T01-226,31.63,0.13,181.5,2.261262869,24,22.56,0.09,No,2.45890967,8.8625,3.35,5.5125,14.5,4.5,10,0,0,0,17.60833,1.09583,16.5125,26.6,2.8,23.8,9,-3.3,12.3,75.7875,-4.77917,80.56667,94.5,-2.6,97.1,47.5,-11.1,58.6,47,38.5,19.5,13.2,20.8,4.29445,1.18217,3.11228,12.89533,4.37746,8.51787,0.58174,0.2633,0.31844,0.7,0,1,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.89167,0.0375,12.85417,17.4,2.1,15.3,7.3,-3.6,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2019-08-15,2019,Alberta,01,Burkard,NA,Plate 10,227,T01-227,33.67,0.27,47.95,1.689752696,24,22.12,0.11,No,2.261262869,4.8875,-3.975,8.8625,9.3,-5.2,14.5,0,0,0,17.4875,-0.12083,17.60833,28.5,1.9,26.6,7.6,-1.4,9,68.00417,-7.78333,75.7875,93.2,-1.3,94.5,38.4,-9.1,47.5,54.8,47,38.5,17.2,31,6.36936,2.07492,4.29445,16.98008,4.08475,12.89533,0.66734,0.0856,0.58174,0,0.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.625,-2.26667,12.89167,14.5,-2.9,17.4,5.9,-1.4,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2019-08-16,2019,Alberta,01,Burkard,NA,Plate 10,228,T01-228,29.18,0.08,902.32,2.9558416260000002,24,22.58,0.03,No,1.689752696,9.33333,4.44583,4.8875,14,4.7,9.3,0.6,0.6,0,12.98333,-4.50417,17.4875,18.8,-9.7,28.5,9.9,2.3,7.6,81.13333,13.12917,68.00417,87.8,-5.4,93.2,69.5,31.1,38.4,18.3,54.8,47,11.4,16.4,2.03893,-4.33044,6.36936,4.55897,-12.42111,16.98008,1.28237,0.61503,0.66734,3.9,0,1,1.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7875,-0.8375,10.625,13.2,-1.3,14.5,6.7,0.8,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2019-08-17,2019,Alberta,01,Burkard,NA,Plate 16,229,T01-229,39.25,0,1.65,0.423245874,24,23.19,0.09,No,2.9558416260000002,4.84583,-4.4875,9.33333,13.9,-0.1,14,0,-0.6,0.6,13.2875,0.30417,12.98333,20.6,1.8,18.8,8.8,-1.1,9.9,69.07083,-12.0625,81.13333,90.5,2.7,87.8,37.9,-31.6,69.5,52.6,18.3,54.8,19.7,30.1,3.99211,1.95318,2.03893,10.30332,5.74435,4.55897,0.81271,-0.46967,1.28237,1.4,3.9,1,0.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.10417,-2.68333,9.7875,9.3,-3.9,13.2,5.4,-1.3,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2019-08-18,2019,Alberta,01,Burkard,NA,NA,230,No Sample,NA,NA,NA,NA,NA,NA,NA,NA,0.423245874,0,-4.84583,4.84583,0,-13.9,13.9,0,0,0,17.99583,4.70833,13.2875,27.8,7.2,20.6,9.6,0.8,8.8,58.5,-10.57083,69.07083,83.5,-7,90.5,33,-4.9,37.9,50.5,52.6,18.3,12.8,24.7,7.81713,3.82502,3.99211,17.73671,7.4334,10.30332,1.46437,0.65166,0.81271,0,1.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.66667,1.5625,7.10417,10.6,1.3,9.3,6.4,1,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2019-08-19,2019,Alberta,01,Burkard,NA,Plate 21,231,T01-231,27.14,0.05,3043.47,3.483511699,24,24.47,0.07,No,NA,0,0,0,0,0,0,0,0,0,17.07083,-0.925,17.99583,26.1,-1.7,27.8,8.7,-0.9,9.6,56.20417,-2.29583,58.5,80,-3.5,83.5,37,4,33,43,50.5,52.6,9.5,17.2,6.8142,-1.00293,7.81713,14.80851,-2.9282,17.73671,1.71096,0.24659,1.46437,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.83333,-0.83333,8.66667,11.5,0.9,10.6,4.7,-1.7,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2019-08-20,2019,Alberta,01,Burkard,NA,Plate 21,232,T01-232,27.47,0.04,2450.06,3.389353943,24,25.02,0.03,No,3.483511699,0,0,0,0,0,0,0,0,0,18.775,1.70417,17.07083,29.5,3.4,26.1,7.2,-1.5,8.7,52.67917,-3.525,56.20417,86,6,80,31.3,-5.7,37,54.7,43,50.5,18.2,32.9,9.11079,2.29659,6.8142,20.22239,5.41388,14.80851,1.13934,-0.57162,1.71096,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.90417,0.07083,7.83333,11.3,-0.2,11.5,4.3,-0.4,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2019-08-21,2019,Alberta,01,Burkard,NA,Plate 21,233,T01-233,28.35,0.07,1360.53,3.134027215,24,25.9,0.07,No,3.389353943,0.6125,0.6125,0,14.7,14.7,0,0,0,0,22.80417,4.02917,18.775,32.7,3.2,29.5,14.2,7,7.2,42.875,-9.80417,52.67917,54.8,-31.2,86,28.9,-2.4,31.3,25.9,54.7,43,17.4,18.3,12.37073,3.25994,9.11079,25.01605,4.79366,20.22239,5.30183,4.16248,1.13934,18.2,0,1,18.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,1.29583,7.90417,14.7,3.4,11.3,4.8,0.5,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2019-08-22,2019,Alberta,01,Burkard,NA,Plate 21,234,T01-234,30.68,0.08,290.77,2.465040635,24,24.49,0.06,No,3.134027215,3.525,2.9125,0.6125,14.5,-0.2,14.7,0,0,0,18.21667,-4.5875,22.80417,23,-9.7,32.7,14,-0.2,14.2,72.32917,29.45417,42.875,89.9,35.1,54.8,52.5,23.6,28.9,37.4,25.9,54.7,10.7,18,4.19534,-8.17538,12.37073,9.31947,-15.69658,25.01605,1.13,-4.17182,5.30183,2.1,18.2,1,1.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.94583,3.74583,9.2,17.3,2.6,14.7,8.7,3.9,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2019-08-23,2019,Alberta,01,Burkard,NA,Plate 21,235,T01-235,31.82,0.04,135.42,2.134878045,24,25.08,0.03,No,2.465040635,0.36667,-3.15833,3.525,4.6,-9.9,14.5,0,0,0,17.2,-1.01667,18.21667,25.6,2.6,23,8.9,-5.1,14,68.88333,-3.44583,72.32917,96.5,6.6,89.9,30.2,-22.3,52.5,66.3,37.4,25.9,25.9,39.1,5.7674,1.57205,4.19534,16.10736,6.78789,9.31947,0.39899,-0.73102,1.13,0.2,2.1,1,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.15,-2.79583,12.94583,15,-2.3,17.3,6.8,-1.9,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2019-08-24,2019,Alberta,01,Burkard,NA,Plate 21,236,T01-236,27.59,0.06,2260.51,3.354398512,24,25.52,0.06,No,2.134878045,0,-0.36667,0.36667,0,-4.6,4.6,0,0,0,19.65,2.45,17.2,28.4,2.8,25.6,11.7,2.8,8.9,58.05417,-10.82917,68.88333,79.6,-16.9,96.5,36.2,6,30.2,43.4,66.3,37.4,16.3,26,7.67263,1.90524,5.7674,17.53402,1.42667,16.10736,1.97719,1.57821,0.39899,0,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.66667,0.51667,10.15,12.7,-2.3,15,8,1.2,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2019-08-25,2019,Alberta,01,Burkard,NA,Plate 21,237,T01-237,30.96,0.03,239.92,2.381872854,24,24.46,0.07,No,3.354398512,0.0875,0.0875,0,2,2,0,0,0,0,14.2875,-5.3625,19.65,20.5,-7.9,28.4,6.4,-5.3,11.7,68.67083,10.61667,58.05417,91.6,12,79.6,47.3,11.1,36.2,44.3,43.4,66.3,16.2,24.4,4.19124,-3.4814,7.67263,8.84601,-8.68801,17.53402,0.75069,-1.2265,1.97719,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.17083,-2.49583,10.66667,12.4,-0.3,12.7,4.1,-3.9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,2019-08-26,2019,Alberta,01,Burkard,NA,Plate 21,238,T01-238,28.33,0.02,1377.31,3.139346907,24,24.37,0.04,No,2.381872854,6.29583,6.20833,0.0875,14.7,12.7,2,0,0,0,15.40417,1.11667,14.2875,23.3,2.8,20.5,7.9,1.5,6.4,60.19583,-8.475,68.67083,87.7,-3.9,91.6,29.2,-18.1,47.3,58.5,44.3,43.4,20.7,27.7,5.88332,1.69208,4.19124,13.54844,4.70243,8.84601,1.05224,0.30155,0.75069,12.1,0,1,6.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.49167,-1.67917,8.17083,10.2,-2.2,12.4,1.5,-2.6,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1919,2019-06-26,2019,Alberta,03,Burkard,NA,Plate 03,177,T3-177,30.10,0.05,532.85,2.727419247,24,23.03,0.04,No,NA,7.51667,NA,NA,13.2,NA,NA,0,NA,NA,16.44167,NA,NA,26.3,NA,NA,11.1,NA,NA,71.07083,NA,NA,92.6,NA,NA,31.5,NA,NA,61.1,10.6,NA,12.3,17,4.85425,NA,NA,16.51325,NA,NA,0.79886,NA,NA,1.2,NA,1,0.5,0,0.17554,NA,NA,0.214,NA,NA,0.159,NA,NA,10.30417,NA,NA,13.5,NA,NA,7.9,NA,NA,20.12083,NA,NA,31.1,NA,NA,15.5,NA,NA
1919,2019-06-27,2019,Alberta,03,Burkard,NA,Plate 03,178,T3-178,33.09,0.18,77.14,1.892873407,24,22.87,0.05,No,2.727419247,3.84167,-3.675,7.51667,12.7,-0.5,13.2,0,0,0,14.87083,-1.57083,16.44167,23.6,-2.7,26.3,7.5,-3.6,11.1,66.85417,-4.21667,71.07083,84.7,-7.9,92.6,34.6,3.1,31.5,50.1,61.1,10.6,11.5,19.1,4.62031,-0.23394,4.85425,13.11735,-3.3959,16.51325,1.26028,0.46143,0.79886,1.7,1.2,1,1.7,0,0.19413,0.01858,0.17554,0.227,0.013,0.214,0.183,0.024,0.159,8.1375,-2.16667,10.30417,13,-0.5,13.5,4.8,-3.1,7.9,17.65,-2.47083,20.12083,29.9,-1.2,31.1,10.9,-4.6,15.5
